Job Title,Job Salary,Key Skills,Role Category,Functional Area,Industry,Role
Project Manager Credit Card Domain LOS Domain Gurgaon,Not Disclosed by Recruiter,los pmp credit_card_domain project_management pm,Project_Management,Site_Engineering Project_Management,Banking Financial_Services Broking,Project Manager-Production/Manufacturing/Maintenance
Technical Specialist Governance Control,Not Disclosed by Recruiter,performance_testing plsql oracle maven eclipse configuration_management debugging http jira ssl,Programming_&_Design,IT_Software,Education Teaching Training,Team Lead/Technical Lead
Engineer II Software Engineering J EE ,Not Disclosed by Recruiter,business_process graphics automation data_modeling analytical mysql healthcare html oracle analytics,Programming_&_Design,IT_Software,BPO Call_Centre ITeS,Software Developer
Project Incharge,Not Disclosed by Recruiter,tools fabrication tracking labour workshop cost_management installation stock technical business_executive,Project_Management,Site_Engineering Project_Management,Construction Engineering Cement Metals,Project Manager-Production/Manufacturing/Maintenance
Urgent Opening for Preferred RM in Anand Rathi at Gujarat,"7,00,000-17,00,000",wealth_manager,Retail Personal_Banking,Financial_Services Banking Investments Insurance,Banking Financial_Services Broking,Sales/Business Development Manager-Broking
Engineer Testing,Not Disclosed by Recruiter,l3 automation_testing hr recruitment,Programming_&_Design,IT_Software,IT-Hardware_&_Networking,Testing Engineer
Sous Chef,"2,00,000-3,50,000",housekeeping sous_chef front_office cook chef_de_partie commis kitchen hotel,Food_&_Beverage,Hotels Restaurants,Travel Hotels Restaurants Airlines Railways,Chef De Partis
Senior Software Engineer,Not Disclosed by Recruiter,java spring jpa rest cloud_foundry hibernate nosql angularjs mobile_development technical_architecture servlets jdbc jms json junit web_services rdbms,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Game Designer,Not Disclosed by Recruiter,recruitment game_development financial_analyst qa_lead animator mentor vfx,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
JOB Opportunity For Cloud ETL Informatica Developer bangalore,Not Disclosed by Recruiter,sql etl unix_shell_scripting informatica data_warehousing informatica_cloud cloud_etl cloud_informatica,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Android Developer SDK,Not Disclosed by Recruiter,json sdk android,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Fraud Control Unit,Not Disclosed by Recruiter,marketing_executive distributors customer_profiling sales_strategy market_research business_development sales_executive,Senior_Management,Financial_Services Banking Investments Insurance,Recruitment Staffing,Head/VP/GM-Credit Risk
Grid Compliance,Not Disclosed by Recruiter,c++ simulation fabrication matlab simulink fortran python visual_basic supply_chain_management spanish,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
Project Manager fire Protection Detection Construction,Not Disclosed by Recruiter,project_scheduling project_management project_planning scope monitoring tracking commissioning requirement_planning customer_management test_reporting,Project_Management,Site_Engineering Project_Management,Construction Engineering Cement Metals,Project Manager-Production/Manufacturing/Maintenance
Hiring for Automation Engineer,Not Disclosed by Recruiter,automation_engineering,Programming_&_Design,IT_Software,IT-Software Software_Services,Testing Engineer
Female Telecalling Executive,"1,75,000-3,75,000",bpo domestic_bpo international_bpo cce inbound back_office lpo call_center kpo non_voice calling backend data_entry,Other,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Fresher
Informatica PowerCenter,Not Disclosed by Recruiter,sql oracle informatica automation sdlc olap bpo supply_chain_management control-m business_process,Architectural_Services,Architecture Interior_Design,Recruitment Staffing,Architect
QA Engineer,Not Disclosed by Recruiter,troubleshooting debugging gaming test_scenarios game_testing root_cause_analysis test_case_execution automation_testing istqb html5,Programming_&_Design,IT_Software,IT-Software Software_Services,Testing Engineer
Sr Manager AGM HR Admin Male Candidate Only ,Not Disclosed by Recruiter,payroll_management hr_administration statutory_compliance legal_compliance agm,Senior_Management,HR Recruitment Administration IR,Electricals Switchgears,Head/VP/GM-HR
Web Application Developer,Not Disclosed by Recruiter,java j2ee sql php perl ejb asp vb software_development corba,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Urgent Opening For Freshers bms mba bcom bba Marketing Advertising,"3,00,000-6,00,000",bba pr team_management branding client_servicing bms advertising media trainee management mba sales marketing bcom promotions fresher bsc pgdm leadership msc communication events ba,Other,Marketing Advertising MR PR Media_Planning,Advertising PR MR Event_Management,Fresher
Forensic Senior Investigator,Not Disclosed by Recruiter,iso project_management information_security analytical forensic talent_management stakeholder_management information_technology financial_services monitoring,Senior_Management,IT_Software,Banking Financial_Services Broking,Head/VP/GM-Technology(IT)/CTO
Mscrm Developer,"5,00,000-13,00,000",c# azure .net night_shift,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Walk in Drive For MIS Executive Mumbai,Not Disclosed by Recruiter,sales financial_services auto_loans home_loans finance banking personal_loans hr customer_service_orientation credit_cards,Analytics_&_BI,Analytics_&_Business_Intelligence,Banking Financial_Services Broking,Data Analyst
Senior Engineer Web Services,Not Disclosed by Recruiter,java mysql development junit tomcat maven eclipse apache jboss web backend aws ejb jira,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Immediate Requirement For Backend Developer e commerce Domain ,Not Disclosed by Recruiter,java c scalability database_design load_balancing sql life_cycle design_management elastic_search python,Programming_&_Design,IT_Software,Internet Ecommerce,Software Developer
Dot net Developer,Not Disclosed by Recruiter,javascript agile ajax cloud_applications ms_sql unit_testing t-sql development_planning automation_testing html5,Programming_&_Design,IT_Software,Legal,Software Developer
Quality Assurance,Not Disclosed by Recruiter,quality s excellent qa testing platforms web automated_testing mobile,QA Testing Documentation,IT_Software,IT-Software Software_Services,Quality Assurance/Quality Control Executive
UI Developer React JS,Not Disclosed by Recruiter,html react_js,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Lead Software Engineer,Not Disclosed by Recruiter,embedded_c development iso technical software usb level linux_kernel debugging test_driven_development quality scripting simulation application ethernet linux design firmware embedded python architecture hardware,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Senior Lead Production Support Data Management IT,Not Disclosed by Recruiter,data_management agile scrum,Programming_&_Design,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
Hiring for Shopify Apps developer for Location,Not Disclosed by Recruiter,algorithms linux mysql javascript cms php html system_architect sql ajax,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Test Architect,Not Disclosed by Recruiter,java cli c++ algorithms software_testing automation_testing .net information_retrieval white_box_testing python,Programming_&_Design,IT_Software,IT-Software Software_Services,Technical Architect
Manager,Not Disclosed by Recruiter,erection_commissioning monitoring electricals mechanical site_supervision deployment management hvac_system,Project_Management,Site_Engineering Project_Management,Real_Estate Property,Project Manager-Production/Manufacturing/Maintenance
Medical Coding Jobs For Nursing Nurse Midwifery Female Staff Nurse,"2,75,000-4,00,000",biotechnology physiotherapy gnm nursing biomedical medical_coding medical_coder staff_nurse nurse bsc_nursing msc_nursing,Medical_Professional,Medical Healthcare R&D Pharmaceuticals Biotechnology,Medical Healthcare Hospitals,Intern
Urgently Require Trainer for ICCS ltd Noida for Insurance Process,"1,25,000-3,50,000",product_training sales_process orientation insurance_processing sales_trainer sales_training process_trainer product_trainer,Teachers,Teaching Education Training Counselling,BPO Call_Centre ITeS,Technical / Process Trainer
Associate Professional Database Administrator,Not Disclosed by Recruiter,computer_science analytical operations technical database_design database_management data_structures database_administrator tools tracking database infrastructure design database_administration support programming hardware,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Jr iOS Developer,Not Disclosed by Recruiter,ios_development mobile_development,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
Urgent Opening For Fashion Designer,Not Disclosed by Recruiter,design clothing technical_skills garment_construction fashion_designing,Designer,Fashion_Designing Merchandising,Textiles Garments Accessories,Apparel/Garment Designer
Android Developer,Not Disclosed by Recruiter,eclipse unit_testing android_sdk android_development android_studio,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Datapower Consultant For Immediate Joiner Contract To Hire,Not Disclosed by Recruiter,application_development soa networking web_technologies application_integration soap datapower data_center web_services,Programming_&_Design,IT_Software,IT-Software Software_Services,Datawarehousing Technician
Java full Stack Developer MAX NP Days ,Not Disclosed by Recruiter,spring_boot struts hibernate java_ee spring j2ee jsp core_java soap sql java node.js,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Asst Manager Sr Consultant ERP Assurance Advisory,Not Disclosed by Recruiter,sap erp payroll assurance oracle consulting cisa otc business_process sap_erp,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
Mathematics,Not Disclosed by Recruiter,help_desk customer_service customer_relationship access_controls asset_management vendor_management,Teachers,Teaching Education Training Counselling,Education Teaching Training,Teacher/ Private Tutor
Project Head Civil ,Not Disclosed by Recruiter,project_manager project_management,Project_Management,Site_Engineering Project_Management,Recruitment Staffing,Project Manager-Production/Manufacturing/Maintenance
Drive For Java Developer on Saturday For Pune Location,"2,00,000-7,00,000",database j2ee core_java,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
PHP Web Developer,"3,00,000-7,00,000",laravel nosql web_developer apache_developer mysql_programmer mysql php_developer mysql_developer web_development php_programmer,Programming_&_Design,IT_Software,Education Teaching Training,Software Developer
CGI Perl Developer Linux unix OS,Not Disclosed by Recruiter,cgi linux_os jscript perl html sql_server ajax sdlc scripting,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
